Material Number,Manufacturer Name,Manufacturer Article Number,Type Code,Short Text,Plant,Storage Location,Storage Bin,Technical Drawing Number,Technical Parameters,Remark 1,GTIN,SPARETECH ID,eClass [10.1],Storage Location,MRP Type_VB_ND,Purchasing Group,Valuation Class,Order Quantity_HB_FX,Fixed Order Quantity,Minimum Stock,Current Inventory Level,Maximum Quantity,Reorder Level,Base Unit of Measure,Purchase Order Text,Supplier Name,Supplier Article Number,Time Of Delivery,Price,MRP Type,Purchasing Value Key,Quantity Functional Location,Technical Location,Quantity Technical Location,Equipment,Quantity Equipment,Purchased Part/In-House Production,Language,Remark 2,New Creation ID
ERSA002348,Festo,9999,LN63,,Mexico City,0020-EF50|0020-PF90,,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,3,,,5,1,PC, 9999 Festo,,,,0,ZA,,,4744,1,36598,9,Purchased Part,EN,,
ERSA002349,Festo,152565,solenoid valve MFH-5/3E-D-1-S-C,,Cape Town,0020-PL15,,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,3,,,2,1,PC, 152565 Festo,,,,0,ZA,,,3596,2,12678,4,Purchased Part,EN,,
ERSA002350,Festo,"551375 SMT-10M-PS-24V-E-0,3-L-M8D                                                                   ",DETECTEUR VERIN FESTO,,Cape Town,0020-EF50,,,,,,,,0020-PL15,VB,C875,,HB,1,,,5,1,PC," 551375 SMT-10M-PS-24V-E-0,3-L-M8D                                                                    Festo",,,,0,ZA,,,3051,3,12576,3,Purchased Part,EN,,
ERSA002351,Festo,161757,Magnetic sensor,Magnetic sensors,Cape Town,0020-PF90,0012L02007,,,,,,,0020-EF50,VB,C875,,FX,1,,,3,1,PC,Magnetic sensors 161757 Festo,,,,0,ZA,,,2027,1,257968,5,Purchased Part,EN,,
ERSA002352,Siemens AG,3RV1011-1AA10                                                                                       ,,Motor protection switch,Chicago,0020-PL15|0020-EF50|0020-PF90,0012L02043,,,,,,,0020-PF90,VB,C875,,HB,3,,,5,1,PC,Motor protection switch 3RV1011-1AA10                                                                                        Siemens AG,,,,0,ZA,,,1860,2,12546,2,Purchased Part,EN,,
ERSA002353,Festo,9999,FRMDMINI 170684,,Chicago,0020-PL15|0020-EF50,0012L02007,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,1,,,1,1,PC, 9999 Festo,,,,0,ZA,,,2365,3,478562,1,Purchased Part,EN,,
ERSA002354,Siemens AG,1FK7042-2AC71-1QG0                                                                                  ,,Multiphase AC motor,Cape Town,0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,5,1,PC,Multiphase AC motor 1FK7042-2AC71-1QG0                                                                                   Siemens AG,,,,1349.03,ZA,,,2312,1,7854|7858|66986,2 I 0 I 2,Purchased Part,EN,,
ERSA002355,Siemens AG,1LA6317-2PE60-Z                                                                                     ,,DS motor Siemens 200 kW,Cape Town,0020-PL15,0012L02013,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,2,,,5,1,PC,DS motor Siemens 200 kW 1LA6317-2PE60-Z                                                                                      Siemens AG,,,,1583.89,ZA,,,3753,2,867936,8,Purchased Part,EN,,
ERSA002356,Festo,192030,Pressure sensor,,Chicago,0020-EF50,0012L01014,,,,,,,0020-PL15,VB,C875,,FX,3,,,3,1,PC, 192030 Festo,,,,0,ZA,,,3130,3,6589|7854,2 I 4,Purchased Part,EN,,
ERSA002357,Festo,9999,J-5/2-3/4-D4,,Buenoes Aires,0020-PF90,0012L01014,,,,,,,0020-EF50,VB,C875,,FX,2,,,0,1,PC, 9999 Festo,,,,0,ZA,,,2200,1,458796|785625,3 I 4,Purchased Part,EN,,
ERSA002358,Festo,156531 31001936                                                                                     ,Cylinder,,Tokyo,0020-PL15|0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PF90,VB,C875,,FX,1,,,1,1,PC, 156531 31001936                                                                                      Festo,,,,0,ZA,,,3092,2,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA002359,Festo,18265,Valve terminal,"Other: actuators, contactors",Cape Town,0020-PL15|0020-EF50,0012L02028,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,2,,,5,1,PC,"Other: actuators, contactors 18265 Festo",,,,0,ZA,,,1591,3,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA002360,Festo,9999,MPPE-3-B CONNETTORE ANGOLARE,,Mexico City,0020-EF50|0020-PF90,0012L02008,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,3,,,2,1,PC, 9999 Festo,,,,0,ZA,,,2902,1,48568 | 55879,3 I 2,Purchased Part,EN,,
ERSA002361,Festo,9999,SN-63,,Mexico City,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,3,,,0,1,PC, 9999 Festo,,,,0,ZA,,,2401,1,56588,2,Purchased Part,EN,,
ERSA002362,Festo,9999,DSN-25-100-P CILINDRO,,Stuttgart,0020-EF50,0012L01014,,,,,,,0020-PL15,VB,C875,,FX,3,,,3,1,PC, 9999 Festo,,,,0,ZA,,,1718,2,78836,8,Purchased Part,EN,,
ERSA002363,Festo,MFHE-3-1/2                                                                                          ,On-off valve,,Mexico City,0020-PF90,B450,,,,,,,0020-EF50,VB,C875,,FX,2,,,0,1,PC, MFHE-3-1/2                                                                                           Festo,,,,0,ZA,,,4063,3,55885,9,Purchased Part,EN,,
ERSA002364,Festo,9999,FRM-D-MAXI,,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,Z356,,,,,,,0020-PF90,VB,C875,,HB,1,,,0,1,PC, 9999 Festo,,,,0,ZA,,,3430,1,77557,4,Purchased Part,EN,,
ERSA002365,Festo,825503029/042                                                                                       ,Valve terminal,manual valves,Toronto,0020-PL15|0020-EF50,G690,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,2,,,2,1,PC,manual valves 825503029/042                                                                                        Festo,,,,131.24,ZA,,,1685,2,15986,3,Purchased Part,EN,,
ERSA002366,Festo,VAM-40-V1/0-R1/8-EN                                                                                 ,Pressure gauge,pressure gauges,Cape Town,0020-EF50|0020-PF90,F340,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,5,1,PC,pressure gauges VAM-40-V1/0-R1/8-EN                                                                                  Festo,,,,0,ZA,,,2577,3,15796,8,Purchased Part,EN,,
ERSA002367,Festo,9123,Standard cylinder DGS-16-10P,,Mexico City,0020-PL15,L900,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,3,,,2,1,PC, 9123 Festo,,,,0,ZA,,,2768,1,45863,9,Purchased Part,EN,,
ERSA002368,Festo,9999,DFM-50-100-PA-KF UNITA DI GUID,,Stuttgart,0020-EF50,D470,,,,,,,0020-PL15,VB,C875,,FX,1,,,1,1,PC, 9999 Festo,,,,0,ZA,,,1379,2,48576,4,Purchased Part,EN,,
ERSA002369,Festo,549532,Valve terminal,directional valves,Buenoes Aires,0020-PF90,H230,,,,,,,0020-EF50,VB,C875,,FX,1,,,1,1,PC,directional valves 549532 Festo,,,,138.61,ZA,,,4088,3,15579,1,Purchased Part,EN,,
ERSA002370,Festo,DYHR-20-25-Y5                                                                                       ,Oil shock absorber,swivel cylinders,Toronto,0020-PL15|0020-EF50|0020-PF90,A168,,,,,,,0020-PF90,VB,C875,,FX,1,,,3,1,PC,swivel cylinders DYHR-20-25-Y5                                                                                        Festo,,,,191.52,ZA,,,1967,1,45578,1,Purchased Part,EN,,
ERSA002371,Festo,DNU-63-400-PPV-A                                                                                    ,tire. Cylinder D63/Stroke400,pneumatic cylinders,Stuttgart,0020-PL15|0020-EF50,C560,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,1,,,5,1,PC,pneumatic cylinders DNU-63-400-PPV-A                                                                                     Festo,,,,0,ZA,,,2670,2,36598,1,Purchased Part,EN,,
ERSA002372,Siemens AG,1FK7042-5AF71-1GH3-Z                                                                                ,,Servo motor,Mexico City,0020-EF50|0020-PF90,E440,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,3,,,3,1,PC,Servo motor 1FK7042-5AF71-1GH3-Z                                                                                 Siemens AG,,,,2750.94,ZA,,,1822,3,12678,2,Purchased Part,EN,,
ERSA002373,Siemens AG,1LA6318-6AA60-Z315L                                                                                 ,,Three-phase motor,Cape Town,0020-PL15,K780,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,1,,,0,1,PC,Three-phase motor 1LA6318-6AA60-Z315L                                                                                  Siemens AG,,,,0,ZA,,,4947,1,12576,9,Purchased Part,EN,,
ERSA002374,Siemens AG,6SL3120-1TE13-0AA3                                                                                  ,,Single Motor Module,Toronto,0020-EF50,606028,,,,,,,0020-PL15,VB,C875,,HB,3,,,5,1,PC,Single Motor Module 6SL3120-1TE13-0AA3                                                                                   Siemens AG,,,,0,ZA,,,3236,2,257968,3,Purchased Part,EN,,
ERSA002375,Siemens AG,6FX8002-5CA21-1BA0                                                                                  ,,Motor cable,Tokyo,0020-PF90,606029,,,,,,,0020-EF50,VB,C875,,FX,1,,,5,1,PC,Motor cable 6FX8002-5CA21-1BA0                                                                                   Siemens AG,,,,1909.77,ZA,,,2653,3,12546,10,Purchased Part,EN,,
ERSA002376,Festo,158550,Standard cylinder,,Toronto,0020-PL15|0020-EF50|0020-PF90,606030,,,,,,,0020-PF90,VB,C875,,HB,2,,,2,1,PC, 158550 Festo,,,,0,ZA,,,2206,1,478562,5,Purchased Part,EN,,
ERSA002377,Festo,DNC-80-320-PPV                                                                                      ,Standard cylinder,Pneumatic cylinder,Buenoes Aires,0020-PL15|0020-EF50,606031,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,2,,,1,1,PC,Pneumatic cylinder DNC-80-320-PPV                                                                                       Festo,,,,179.84,ZA,,,2047,2,7854|7858|66986,2 I 0 I 2,Purchased Part,EN,,
ERSA002378,Festo,9999,ADVU-32-25-PA,,Mexico City,0020-EF50|0020-PF90,606019,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,3,,,3,1,PC, 9999 Festo,,,,0,ZA,,,2609,3,867936,8,Purchased Part,EN,,
ERSA002379,Festo,9999,DGPL-25-300-PPVA-B-KF-GK-SH-D2,,Cape Town,0020-PL15,606020,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,3,,,3,1,PC, 9999 Festo,,,,0,ZA,,,2793,1,6589|7854,5 I 1,Purchased Part,EN,,
ERSA002380,Festo,DGS-25-15                                                                                           ,Standard cylinder,,Mexico City,0020-EF50,0012L02007,,,,,,,0020-PL15,VB,C875,,FX,2,,,1,1,PC, DGS-25-15                                                                                            Festo,,,,0,ZA,,,1848,2,458796|785625,3 I 2,Purchased Part,EN,,
ERSA002381,Festo,SG-M16                                                                                              ,clevis M16,Accessories pneumatic elements,Buenoes Aires,0020-PF90,0012L02043,,,,,,,0020-EF50,VB,C875,,FX,2,,,3,1,PC,Accessories pneumatic elements SG-M16                                                                                               Festo,,,,0,ZA,,,4554,3,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA002382,Festo,10348,Solenoid valve MFH-5-1/8-S,,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PF90,VB,C875,,FX,1,,,5,1,PC, 10348 Festo,,,,0,ZA,,,3408,1,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA002383,Festo,VHER-AH-M04E-G18-LD                                                                                 ,Control spool,,Tokyo,0020-PL15|0020-EF50,0012L02007,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,2,,,5,1,PC, VHER-AH-M04E-G18-LD                                                                                  Festo,,,,0,ZA,,,2882,2,48568 | 55879,3 I 2,Purchased Part,EN,,
ERSA002384,Siemens AG,1LE1001-1CB22-2AA4-Z                                                                                ,,Three-phase motor,Buenoes Aires,0020-EF50|0020-PF90,0012L02013,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,2,,,2,1,PC,Three-phase motor 1LE1001-1CB22-2AA4-Z                                                                                 Siemens AG,,,,0,ZA,,,3080,3,56588,20,Purchased Part,EN,,
ERSA002385,Festo,9999,FESTO SEU-1/4,,Mexico City,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,3,,,5,1,PC, 9999 Festo,,,,0,ZA,,,5000,1,78836,6,Purchased Part,EN,,
ERSA002386,Festo,9999,SF4-BY-80-Q 24V DC,,Chicago,0020-EF50,0012L01014,,,,,,,0020-PL15,VB,C875,,FX,3,,,2,1,PC, 9999 Festo,,,,0,ZA,,,4103,2,55885,3,Purchased Part,EN,,
ERSA002387,Festo,9999,DNCB-32-300-PPVA,,Chicago,0020-PF90,0012L01014,,,,,,,0020-EF50,VB,C875,,FX,2,,,5,1,PC, 9999 Festo,,,,0,ZA,,,2204,3,77557,3,Purchased Part,EN,,
ERSA002388,Festo,CPE14-M1BH-5J-QS8                                                                                   ,Solenoid valve,,Chicago,0020-PL15|0020-EF50|0020-PF90,0012L02028,,,,,,,0020-PF90,VB,C875,,FX,2,,,5,1,PC, CPE14-M1BH-5J-QS8                                                                                    Festo,,,,0,ZA,,,2274,1,15986,3,Purchased Part,EN,,
ERSA002389,Festo,162835,pressure gauge MA-40-10-1/8-EN,,Mexico City,0020-PL15|0020-EF50,0012L02008,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,1,,,3,1,PC, 162835 Festo,,,,0,ZA,,,3549,2,15796,1,Purchased Part,EN,,
ERSA002390,Siemens AG,1PH7186-2JD00                                                                                       ,,Asynchronous servo motor,Cape Town,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,3,,,4,1,PC,Asynchronous servo motor 1PH7186-2JD00                                                                                        Siemens AG,,,,1349.03,ZA,,,1412,3,45863,1,Purchased Part,EN,,
ERSA002391,Festo,196939 CPE14-M1BH-5J-1/8                                                                            ,DISTRIBUTEUR BISTABLE 5/2,,Buenoes Aires,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,3,,,4,1,PC, 196939 CPE14-M1BH-5J-1/8                                                                             Festo,,,,0,ZA,,,1549,1,48576,2,Purchased Part,EN,,
ERSA002392,Festo,9999,LBN-12/16,,Mexico City,0020-EF50,B450,,,,,,,0020-PL15,VB,C875,,FX,3,,,3,1,PC, 9999 Festo,,,,0,ZA,,,3222,2,15579,2,Purchased Part,EN,,
ERSA002393,Festo,34543,swivel flange-SNGB-63,,Buenoes Aires,0020-PF90,Z356,,,,,,,0020-EF50,VB,C875,,FX,2,,,4,1,PC, 34543 Festo,,,,0,ZA,,,1235,3,45578,2,Purchased Part,EN,,
ERSA002394,Festo,196937 CPE14-M1BH-5/3G-1/8                                                                          ,DISTRIBUTEUR BISTABLE 5/3,,Cape Town,0020-PL15|0020-EF50|0020-PF90,G690,,,,,,,0020-PF90,VB,C875,,HB,3,,,4,1,PC, 196937 CPE14-M1BH-5/3G-1/8                                                                           Festo,,,,0,ZA,,,3279,1,36598,4,Purchased Part,EN,,
ERSA002395,Festo,19759,Solenoid valve,,Stuttgart,0020-PL15|0020-EF50,F340,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,2,,,2,1,PC, 19759 Festo,,,,0,ZA,,,4657,2,12678,6,Purchased Part,EN,,
ERSA002396,Festo,9999,CPUI/CM 32 AC,,Tokyo,0020-EF50|0020-PF90,L900,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,3,,,4,1,PC, 9999 Festo,,,,0,ZA,,,2804,3,12576,8,Purchased Part,EN,,
ERSA002397,Festo,DFM-32-100-B-PPV-A-KF                                                                               ,Guide cylinder,Pneumatic cylinder,Cape Town,0020-PL15,D470,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,1,,,4,1,PC,Pneumatic cylinder DFM-32-100-B-PPV-A-KF                                                                                Festo,,,,0,ZA,,,4533,1,257968,2,Purchased Part,EN,,
ERSA002398,Festo,6682,OR element OS-1/4-B,,Buenoes Aires,0020-EF50,H230,,,,,,,0020-PL15,VB,C875,,FX,1,,,0,1,PC, 6682 Festo,,,,0,ZA,,,1504,2,12546,3,Purchased Part,EN,,
ERSA002399,Festo,3RT1036-1AG20                                                                                       ,Contactor,,Buenoes Aires,0020-PF90,A168,,,,,,,0020-EF50,VB,C875,,FX,2,,,2,1,PC, 3RT1036-1AG20                                                                                        Festo,,,,0,ZA,,,2232,3,478562,6,Purchased Part,EN,,
ERSA002400,Festo,FEN-25-320-KF                                                                                       ,Guide unit,Accessories pneumatic elements,Tokyo,0020-PL15|0020-EF50|0020-PF90,C560,,,,,,,0020-PF90,VB,C875,,FX,3,,,1,1,PC,Accessories pneumatic elements FEN-25-320-KF                                                                                        Festo,,,,0,ZA,,,3183,1,7854|7858|66986,2 I 0 I 2,Purchased Part,EN,,
ERSA002401,Festo,"M16x1,5-FEN-SA - 246150                                                                             ",special hex nut,,Stuttgart,0020-PL15|0020-EF50,E440,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,2,,,0,1,PC," M16x1,5-FEN-SA - 246150                                                                              Festo",,,,0,ZA,,,3693,2,867936,5,Purchased Part,EN,,
ERSA002402,Festo,9999,CAB-1/4,,Toronto,0020-EF50|0020-PF90,K780,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,2,,,0,1,PC, 9999 Festo,,,,0,ZA,,,2125,3,6589|7854,3 I 4,Purchased Part,EN,,
ERSA002403,Festo,DSBC-40-230-PPSA-N3                                                                                 ,standard cylinder,pneumatic cylinders,Mexico City,0020-PL15,606028,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,1,,,5,1,PC,pneumatic cylinders DSBC-40-230-PPSA-N3                                                                                  Festo,,,,0,ZA,,,3743,1,458796|785625,2 I 4,Purchased Part,EN,,
ERSA002404,Festo,DNC-100-80-PPV-A                                                                                    ,standard cylinder,,Stuttgart,0020-EF50,606029,,,,,,,0020-PL15,VB,C875,,FX,2,,,3,1,PC, DNC-100-80-PPV-A                                                                                     Festo,,,,0,ZA,,,1076,2,48568 | 55879,3 I 4,Purchased Part,EN,,
ERSA002405,Festo,DNU-40-240-PPV-A                                                                                    ,standard cylinder,,Buenoes Aires,0020-PF90,606030,,,,,,,0020-EF50,VB,C875,,HB,3,,,5,1,PC, DNU-40-240-PPV-A                                                                                     Festo,,,,0,ZA,,,4087,3,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA002406,Siemens AG,1LA6313-6AA60-Z-315M                                                                                ,,three-phase motor,Mexico City,0020-PL15|0020-EF50|0020-PF90,606031,,,,,,,0020-PF90,VB,C875,,FX,3,,,4,1,PC,three-phase motor 1LA6313-6AA60-Z-315M                                                                                 Siemens AG,,,,2750.94,ZA,,,2900,1,48568 | 55879,3 I 4,Purchased Part,EN,,
ERSA002407,Festo,MFH-5/3-G-1/8-B                                                                                     ,solenoid valve,,Mexico City,0020-PL15|0020-EF50,606019,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,2,,,1,1,PC, MFH-5/3-G-1/8-B                                                                                      Festo,,,,0,ZA,,,1630,2,56588,3,Purchased Part,EN,,
ERSA002408,Festo,150855,Magnetic sensor,magnetic sensors,Stuttgart,0020-EF50|0020-PF90,606020,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,2,,,5,1,PC,magnetic sensors 150855 Festo,,,,0,ZA,,,1623,3,78836,3,Purchased Part,EN,,
ERSA002409,Festo,161419,Silencer,,Mexico City,0020-PL15,0012L02007,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,1,,,4,1,PC, 161419 Festo,,,,0,ZA,,,1634,1,55885,1,Purchased Part,EN,,
ERSA002410,Festo,195814,Throttle,,Tokyo,0020-EF50,0012L02043,,,,,,,0020-PL15,VB,C875,,FX,1,,,1,1,PC, 195814 Festo,,,,0,ZA,,,1666,2,77557,1,Purchased Part,EN,,
ERSA002411,Festo,19199,Standard cylinder DSNU-16-25-P-A,,Toronto,0020-PF90,0012L02007,,,,,,,0020-EF50,VB,C875,,FX,3,,,4,1,PC, 19199 Festo,,,,0,ZA,,,3029,3,15986,1,Purchased Part,EN,,
ERSA002412,Festo,176949,Swivel flange D=100,,Mexico City,0020-PL15|0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PF90,VB,C875,,FX,3,,,4,1,PC, 176949 Festo,,,,0,ZA,,,3221,1,15796,2,Purchased Part,EN,,
ERSA002413,Festo,19787,Solenoid valve,,Cape Town,0020-PL15|0020-EF50,0012L02013,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,1,,,2,1,PC, 19787 Festo,,,,0,ZA,,,3993,2,45863,8,Purchased Part,EN,,
ERSA002414,Festo,DNU-50-400-PPV-A                                                                                    ,Standard cylinder,pneumatic cylinders,Buenoes Aires,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,2,,,5,1,PC,pneumatic cylinders DNU-50-400-PPV-A                                                                                     Festo,,,,183.21,ZA,,,2398,3,48576,9,Purchased Part,EN,,
ERSA002415,Festo,TSN-25-20-R                                                                                         ,Standard cylinder,,Tokyo,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,3,,,5,1,PC, TSN-25-20-R                                                                                          Festo,,,,0,ZA,,,1328,1,15579,4,Purchased Part,EN,,
ERSA002416,Festo,LOE-D-MAXI                                                                                          ,Oiler,,Toronto,0020-EF50,0012L01014,,,,,,,0020-PL15,VB,C875,,HB,1,,,3,1,PC, LOE-D-MAXI                                                                                           Festo,,,,0,ZA,,,4114,2,45578,5,Purchased Part,EN,,
ERSA002417,Festo,536330 ADN                                                                                          ,Verin 536330 ADN,,Toronto,0020-PF90,0012L02028,,,,,,,0020-EF50,VB,C875,,HB,3,,,5,1,PC, 536330 ADN                                                                                           Festo,,,,0,ZA,,,3340,3,36598,2,Purchased Part,EN,,
ERSA002418,Festo,531029,Maintenance unit,,Mexico City,0020-PL15|0020-EF50|0020-PF90,0012L02008,,,,,,,0020-PF90,VB,C875,,FX,1,,,3,1,PC, 531029 Festo,,,,0,ZA,,,2935,1,12678,4,Purchased Part,EN,,
ERSA002419,Festo,DSN-16-25--P                                                                                        ,Standard cylinder,pneumatic cylinders,Toronto,0020-PL15|0020-EF50,0012L01014,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,3,,,4,1,PC,pneumatic cylinders DSN-16-25--P                                                                                         Festo,,,,165.78,ZA,,,3371,2,12576,4,Purchased Part,EN,,
ERSA002420,Festo,SNCS-125                                                                                            ,Swivel flange,,Mexico City,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,1,1,PC, SNCS-125                                                                                             Festo,,,,0,ZA,,,1135,3,257968,1,Purchased Part,EN,,
ERSA002421,Festo,JH-5-1/4                                                                                            ,Pneumatic valve,manual valves,Cape Town,0020-PL15,B450,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,2,,,0,1,PC,manual valves JH-5-1/4                                                                                             Festo,,,,92.75,ZA,,,2123,1,12546,1,Purchased Part,EN,,
ERSA002422,Festo AG & Co. KG,543454,FENV-80-125-GF-SA,guide unit FENV-80-125-GF-SA,Cape Town,0020-EF50,Z356,,,,,,,0020-PL15,VB,C875,,HB,2,,,3,1,PC,guide unit FENV-80-125-GF-SA 543454 Festo AG & Co. KG,,,,0,ZA,,,1447,2,478562,4,Purchased Part,EN,,
ERSA002423,Siemens AG,3RV1021-1GA15                                                                                       ,,Motor protection switch,Stuttgart,0020-PF90,G690,,,,,,,0020-EF50,VB,C875,,FX,2,,,0,1,PC,Motor protection switch 3RV1021-1GA15                                                                                        Siemens AG,,,,0,ZA,,,3864,3,7854|7858|66986,2 I 0 I 2,Purchased Part,EN,,
ERSA002424,Festo,DNU-40-19-PPV-A                                                                                     ,Standard cylinder,Pneumatic cylinder,Stuttgart,0020-PL15|0020-EF50|0020-PF90,F340,,,,,,,0020-PF90,VB,C875,,HB,2,,,2,1,PC,Pneumatic cylinder DNU-40-19-PPV-A                                                                                      Festo,,,,0,ZA,,,4851,1,867936,1,Purchased Part,EN,,
ERSA002425,Festo,U-3/8                                                                                               ,Silencer,,Toronto,0020-PL15|0020-EF50,L900,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,3,,,3,1,PC, U-3/8                                                                                                Festo,,,,0,ZA,,,3681,2,6589|7854,5 I 1,Purchased Part,EN,,
ERSA002426,Festo,161362 CPV14-M1H-2X3-GLS-1/8                                                                        ,DISTRIBUTEUR BISTABLE 3/2,,Cape Town,0020-EF50|0020-PF90,D470,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,2,,,1,1,PC, 161362 CPV14-M1H-2X3-GLS-1/8                                                                         Festo,,,,0,ZA,,,4763,3,458796|785625,3 I 4,Purchased Part,EN,,
ERSA002427,Festo,DGS-12-25-P-SA                                                                                      ,round cylinder,,Stuttgart,0020-PL15,H230,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,1,,,4,1,PC, DGS-12-25-P-SA                                                                                       Festo,,,,0,ZA,,,2460,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA002428,Siemens AG,1FK7042-5AF71-1AA0                                                                                  ,,Servo motor,Buenoes Aires,0020-EF50,A168,,,,,,,0020-PL15,VB,C875,,FX,3,,,2,1,PC,Servo motor 1FK7042-5AF71-1AA0                                                                                   Siemens AG,,,,0,ZA,,,2034,2,48568 | 55879,3 I 4,Purchased Part,EN,,
ERSA002429,Festo,193687,socket cable,Pneumatic connection technology,Cape Town,0020-PF90,C560,,,,,,,0020-EF50,VB,C875,,HB,3,,,3,1,PC,Pneumatic connection technology 193687 Festo,,,,0,ZA,,,2913,3,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA002430,Festo,STA-32-20-P-A                                                                                       ,stop cylinder,Pneumatic cylinder,Tokyo,0020-PL15|0020-EF50|0020-PF90,E440,,,,,,,0020-PF90,VB,C875,,HB,2,,,0,1,PC,Pneumatic cylinder STA-32-20-P-A                                                                                        Festo,,,,159.94,ZA,,,3154,1,56588,4,Purchased Part,EN,,
ERSA002431,Siemens AG,3UN21 10-0AN7                                                                                       ,,thermistor motor protection,Tokyo,0020-PL15|0020-EF50,K780,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,1,,,0,1,PC,thermistor motor protection 3UN21 10-0AN7                                                                                        Siemens AG,,,,0,ZA,,,3174,2,78836,3,Purchased Part,EN,,
ERSA002432,Festo,DGPL-50-300-PPV-A-KF-B                                                                              ,linear actuator,Pneumatic cylinder,Toronto,0020-EF50|0020-PF90,606028,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,5,1,PC,Pneumatic cylinder DGPL-50-300-PPV-A-KF-B                                                                               Festo,,,,0,ZA,,,3964,3,55885,5,Purchased Part,EN,,
ERSA002433,Siemens AG,1LA6223-2AB60-Z                                                                                     ,,DS motor Siemens 45 kW,Cape Town,0020-PL15,606029,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,3,,,2,1,PC,DS motor Siemens 45 kW 1LA6223-2AB60-Z                                                                                      Siemens AG,,,,2750.94,ZA,,,2742,1,77557,2,Purchased Part,EN,,
ERSA002434,Siemens AG,1PH7226-2JF00-0HB3                                                                                  ,,spindle motor,Stuttgart,0020-EF50,606030,,,,,,,0020-PL15,VB,C875,,FX,2,,,0,1,PC,spindle motor 1PH7226-2JF00-0HB3                                                                                   Siemens AG,,,,1426.54,ZA,,,2480,2,15986,1,Purchased Part,EN,,
